resultId,raceId,driverId,constructorId,grid,positionOrder,points_x,laps,time_x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name_x,date,time_y,name_y,location,country,lat,lng,alt,status,constructorStandingsId,wins,stop_1_ms,stop_2_ms,stop_3_ms,stop_1_lap,stop_2_lap,stop_3_lap,lap_1_ms,lap_2_ms,lap_3_ms,lap_4_ms,lap_5_ms,lap_6_ms,lap_7_ms,lap_8_ms,lap_9_ms,lap_10_ms,lap_11_ms,lap_12_ms,lap_13_ms,lap_14_ms,lap_15_ms,lap_16_ms,lap_17_ms,lap_18_ms,lap_19_ms,lap_20_ms,lap_21_ms,lap_22_ms,lap_23_ms,lap_24_ms,lap_25_ms,lap_26_ms,lap_27_ms,lap_28_ms,lap_29_ms,lap_30_ms,lap_31_ms,lap_32_ms,lap_33_ms,lap_34_ms,lap_35_ms,lap_36_ms,lap_37_ms,lap_38_ms,lap_39_ms,lap_40_ms,lap_41_ms,lap_42_ms,lap_43_ms,lap_44_ms,lap_45_ms,lap_46_ms,lap_47_ms,lap_48_ms,lap_49_ms,lap_50_ms,lap_51_ms,lap_52_ms,lap_53_ms,lap_54_ms,lap_55_ms,lap_56_ms,lap_57_ms,lap_58_ms,lap_59_ms,lap_60_ms,lap_61_ms,lap_62_ms,lap_63_ms,lap_64_ms,lap_65_ms,lap_66_ms,lap_67_ms,lap_68_ms,lap_69_ms,lap_70_ms,lap_71_ms,lap_72_ms,lap_73_ms,lap_74_ms,lap_75_ms,lap_76_ms,lap_77_ms,lap_78_ms
23168,959,815,10,9,10,1.0,66,\N,\N,46,8,1:19.606,206.848,11,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+1 Lap,26584,0,19233.0,19223.0,19379.0,8.0,27.0,43.0,94261.0,84795.0,82727.0,82896.0,82648.0,83765.0,82560.0,85292.0,95502.0,81443.0,81946.0,81839.0,82692.0,82119.0,81807.0,81753.0,82117.0,83871.0,82569.0,82202.0,82409.0,82977.0,82912.0,82611.0,82307.0,82551.0,85509.0,95235.0,80270.0,80285.0,80697.0,81402.0,81576.0,81549.0,81438.0,81469.0,81287.0,81484.0,81553.0,81703.0,81681.0,82484.0,85186.0,94834.0,79919.0,79606.0,80028.0,80544.0,80335.0,80890.0,81081.0,80700.0,80415.0,80271.0,80267.0,80392.0,81325.0,82436.0,80867.0,81180.0,81381.0,82962.0,83475.0,82562.0,81917.0,81732.0,,,,,,,,,,,,
23169,959,821,210,11,11,0.0,66,\N,\N,56,10,1:19.883,206.131,11,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+1 Lap,26583,0,20099.0,19326.0,,25.0,47.0,,95102.0,85636.0,83067.0,83570.0,83174.0,83036.0,84025.0,82526.0,82541.0,82614.0,82870.0,82933.0,82858.0,83821.0,82676.0,82851.0,82848.0,83792.0,83129.0,82955.0,82893.0,84544.0,85119.0,83789.0,88520.0,96558.0,80339.0,81003.0,80956.0,80631.0,80754.0,81133.0,80883.0,81378.0,82394.0,81157.0,81325.0,81206.0,81972.0,81892.0,81501.0,81578.0,81345.0,82246.0,81713.0,81728.0,85064.0,97585.0,80904.0,81865.0,80509.0,80254.0,81436.0,81873.0,80317.0,79883.0,80313.0,80840.0,82221.0,80530.0,80992.0,81159.0,80300.0,80643.0,80890.0,83036.0,,,,,,,,,,,,
23170,959,4,1,13,12,0.0,66,\N,\N,50,13,1:20.132,205.490,11,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+1 Lap,26587,0,19258.0,19440.0,19127.0,14.0,28.0,47.0,91418.0,83824.0,82569.0,82553.0,82532.0,82344.0,82426.0,82132.0,82390.0,82367.0,82725.0,82867.0,83649.0,87462.0,96238.0,81476.0,81857.0,81809.0,82233.0,82259.0,82379.0,82871.0,82087.0,82127.0,82110.0,82133.0,81756.0,85360.0,95134.0,80244.0,81156.0,81656.0,81027.0,80869.0,81194.0,80750.0,81275.0,81082.0,81129.0,81180.0,81593.0,81181.0,81124.0,81170.0,81853.0,81230.0,84763.0,94833.0,80531.0,80132.0,80197.0,80138.0,80222.0,80274.0,80401.0,80989.0,81307.0,81499.0,81691.0,82968.0,82132.0,83229.0,82863.0,85844.0,84593.0,88199.0,,,,,,,,,,,,
23171,959,154,210,20,13,0.0,66,\N,\N,58,14,1:20.250,205.188,11,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+1 Lap,26583,0,20301.0,19863.0,,17.0,43.0,,95568.0,84686.0,82853.0,82730.0,82550.0,83455.0,82755.0,82424.0,82653.0,82454.0,82404.0,82240.0,82177.0,82430.0,83073.0,83566.0,86147.0,96769.0,81856.0,83253.0,82214.0,82223.0,81710.0,81899.0,82480.0,82305.0,82567.0,84347.0,83431.0,82512.0,82130.0,83573.0,83605.0,82472.0,82872.0,83475.0,82724.0,82637.0,82527.0,82777.0,82877.0,83054.0,87425.0,97798.0,80664.0,80368.0,80530.0,80768.0,81237.0,81519.0,80606.0,80887.0,81967.0,80964.0,81196.0,80356.0,80440.0,80250.0,80942.0,80492.0,83119.0,80717.0,80655.0,80729.0,80944.0,81998.0,,,,,,,,,,,,
23172,959,832,5,15,14,0.0,66,\N,\N,54,11,1:19.957,205.940,11,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+1 Lap,26585,0,22751.0,19747.0,19547.0,9.0,29.0,51.0,92496.0,83298.0,82712.0,82595.0,82517.0,83158.0,83161.0,83460.0,86565.0,99481.0,81688.0,82003.0,82811.0,82629.0,83686.0,82544.0,82389.0,82082.0,83052.0,83414.0,81860.0,82148.0,83912.0,82604.0,82936.0,82908.0,83070.0,83177.0,86398.0,96063.0,80815.0,81061.0,82670.0,81444.0,81548.0,81399.0,81613.0,81408.0,81519.0,81312.0,82797.0,81605.0,81918.0,81839.0,82318.0,81735.0,81464.0,81614.0,81657.0,81468.0,86105.0,96166.0,80295.0,79957.0,80463.0,80740.0,80566.0,80494.0,80823.0,80439.0,80358.0,80298.0,80506.0,80775.0,80989.0,82873.0,,,,,,,,,,,,
23173,959,826,5,18,15,0.0,66,\N,\N,51,7,1:19.585,206.903,11,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+1 Lap,26585,0,23243.0,20227.0,19264.0,7.0,28.0,49.0,93633.0,84519.0,82835.0,82792.0,82796.0,85836.0,86627.0,100864.0,81892.0,82625.0,82801.0,82745.0,82884.0,82638.0,82726.0,82637.0,82392.0,82657.0,82577.0,82739.0,82622.0,82627.0,82830.0,82835.0,83107.0,82963.0,82943.0,85704.0,96876.0,80755.0,81829.0,81909.0,81327.0,81643.0,81359.0,81379.0,81300.0,82988.0,81421.0,81461.0,81451.0,81513.0,81783.0,82281.0,83580.0,81613.0,83177.0,82430.0,84572.0,95199.0,79585.0,80019.0,79855.0,79974.0,80342.0,80620.0,81715.0,82494.0,81108.0,80906.0,80499.0,80337.0,80314.0,80365.0,80554.0,80987.0,,,,,,,,,,,,
23174,959,825,4,16,16,0.0,66,\N,\N,42,21,1:21.649,201.673,11,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+1 Lap,26586,0,19034.0,19159.0,,11.0,32.0,,91960.0,84555.0,83237.0,82755.0,82688.0,82856.0,82973.0,83177.0,83579.0,82751.0,85709.0,95990.0,82947.0,82597.0,82945.0,82407.0,82326.0,82601.0,82204.0,82131.0,82171.0,82343.0,82637.0,83080.0,82730.0,82547.0,82708.0,84386.0,82581.0,82389.0,82381.0,86116.0,97642.0,81684.0,81891.0,82122.0,81668.0,81703.0,82730.0,81765.0,81724.0,81649.0,81698.0,82115.0,82052.0,81987.0,81892.0,81701.0,83112.0,81814.0,83627.0,83362.0,82224.0,83780.0,82278.0,82683.0,82801.0,82292.0,83477.0,83243.0,82560.0,82373.0,82667.0,82229.0,82670.0,82935.0,,,,,,,,,,,,
23175,959,836,209,17,17,0.0,65,\N,\N,49,16,1:20.710,204.019,12,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+2 Laps,26589,0,19813.0,19626.0,19658.0,12.0,26.0,46.0,95300.0,85717.0,83567.0,83388.0,83597.0,83114.0,83809.0,83038.0,83145.0,83124.0,83521.0,86792.0,99097.0,82527.0,82452.0,82287.0,82475.0,82373.0,82590.0,82530.0,82724.0,82773.0,82885.0,83227.0,83543.0,87255.0,99193.0,81943.0,81700.0,81676.0,81772.0,81963.0,81933.0,82470.0,82074.0,83508.0,84540.0,82271.0,81893.0,81953.0,82258.0,83973.0,83896.0,82607.0,83571.0,87390.0,97441.0,80863.0,80710.0,81197.0,81291.0,81210.0,81709.0,81905.0,81763.0,81572.0,81702.0,82241.0,84213.0,82702.0,83219.0,83563.0,83042.0,84521.0,84655.0,,,,,,,,,,,,,
23176,959,828,15,22,18,0.0,65,\N,\N,35,18,1:21.212,202.758,12,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+2 Laps,26588,0,20148.0,19318.0,,16.0,33.0,,95917.0,85794.0,83732.0,83511.0,83269.0,83265.0,83540.0,83214.0,86293.0,83166.0,83456.0,83391.0,83359.0,84441.0,85541.0,88088.0,96869.0,81748.0,83223.0,82540.0,82128.0,82220.0,82553.0,82644.0,82589.0,83236.0,82859.0,84240.0,82802.0,83252.0,83122.0,84475.0,87235.0,95900.0,81212.0,81462.0,81904.0,82870.0,82803.0,82246.0,82349.0,82567.0,82481.0,83672.0,82655.0,82613.0,83249.0,83056.0,82504.0,82666.0,82415.0,83883.0,83029.0,83780.0,83075.0,84113.0,83198.0,82933.0,82773.0,83093.0,82876.0,84225.0,85283.0,83718.0,85526.0,,,,,,,,,,,,,
23177,959,835,4,14,19,0.0,65,\N,\N,55,17,1:21.127,202.970,12,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+2 Laps,26586,0,19298.0,26688.0,19725.0,2.0,25.0,45.0,93179.0,90201.0,96840.0,82614.0,82953.0,83022.0,83265.0,83386.0,83744.0,84061.0,85560.0,84003.0,83901.0,84443.0,83916.0,84052.0,84198.0,83603.0,83753.0,85009.0,84082.0,83747.0,84121.0,85895.0,87792.0,103325.0,81266.0,81840.0,81845.0,81692.0,82314.0,82993.0,82852.0,83467.0,82225.0,82885.0,83134.0,82328.0,82248.0,82214.0,82129.0,82384.0,85459.0,82862.0,85988.0,97800.0,82153.0,83015.0,81982.0,83373.0,83395.0,81781.0,81771.0,82555.0,81127.0,82507.0,83435.0,81767.0,81879.0,83399.0,82939.0,81801.0,81915.0,81853.0,82900.0,,,,,,,,,,,,,
23178,959,837,209,19,20,0.0,65,\N,\N,56,22,1:21.845,201.190,12,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,+2 Laps,26589,0,31317.0,20919.0,21186.0,13.0,32.0,49.0,96393.0,85079.0,83587.0,83509.0,84563.0,83510.0,83485.0,83740.0,85691.0,83847.0,83627.0,84463.0,90137.0,109124.0,82245.0,81925.0,82261.0,82228.0,82403.0,82436.0,82409.0,83887.0,83088.0,82985.0,85040.0,85269.0,83325.0,85447.0,85285.0,84694.0,84793.0,88466.0,98297.0,82431.0,83178.0,82719.0,82139.0,82058.0,83207.0,82462.0,83432.0,82336.0,82371.0,83055.0,82803.0,82628.0,82654.0,82557.0,87858.0,100496.0,81997.0,83570.0,82350.0,84224.0,83092.0,81845.0,82298.0,83205.0,82727.0,82721.0,82490.0,82666.0,82576.0,82991.0,83168.0,,,,,,,,,,,,,
23179,959,831,15,21,21,0.0,57,\N,\N,45,19,1:21.420,202.240,131,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,Power Unit,26588,0,29865.0,19944.0,19755.0,7.0,19.0,42.0,94643.0,84799.0,83188.0,83971.0,82810.0,83587.0,87263.0,106873.0,81751.0,82244.0,82383.0,82772.0,83020.0,83270.0,83799.0,83764.0,84101.0,83773.0,86928.0,97272.0,85442.0,83143.0,82351.0,82436.0,83603.0,82560.0,82575.0,84290.0,83679.0,83867.0,84885.0,82861.0,83183.0,83800.0,83598.0,83033.0,84881.0,83319.0,82825.0,83039.0,84849.0,86891.0,98772.0,81918.0,81420.0,81996.0,82922.0,81862.0,82733.0,83319.0,82107.0,81981.0,82758.0,81841.0,83205.0,82746.0,81976.0,,,,,,,,,,,,,,,,,,,,,
23180,959,13,3,10,22,0.0,36,\N,\N,31,20,1:21.476,202.101,22,2016,12,10,German Grand Prix,2016-07-31,12:00:00,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,Suspension,26582,0,18590.0,36395.0,,9.0,26.0,,91170.0,83358.0,82484.0,82533.0,82669.0,84011.0,83249.0,83311.0,88605.0,95671.0,81980.0,82793.0,82713.0,82729.0,82402.0,82463.0,82695.0,82655.0,84188.0,83420.0,84434.0,83221.0,83068.0,83229.0,83543.0,86563.0,113379.0,82187.0,81891.0,81887.0,81476.0,81649.0,83318.0,83132.0,82757.0,85860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23181,960,3,131,1,1,25.0,44,1:44:51.058,6291058,11,2,1:51.746,225.640,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26590,12,996150.0,22596.0,,9.0,26.0,,116000.0,117597.0,130816.0,113974.0,114417.0,136354.0,167178.0,175607.0,182739.0,1160189.0,111746.0,113894.0,113630.0,114467.0,114191.0,114268.0,113722.0,113531.0,113727.0,114272.0,113893.0,114029.0,113365.0,113503.0,113721.0,118278.0,126494.0,112653.0,113257.0,112938.0,112318.0,112891.0,113525.0,113208.0,113217.0,112942.0,112588.0,112851.0,113531.0,113501.0,114497.0,113305.0,112694.0,115540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23182,960,817,9,5,2,18.0,44,+14.113,6305171,11,4,1:52.461,224.205,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26592,1,998401.0,22531.0,,9.0,25.0,,121542.0,121246.0,129631.0,115286.0,115440.0,139378.0,154649.0,176069.0,182307.0,1160040.0,112461.0,113644.0,113809.0,114190.0,114403.0,114506.0,114668.0,114395.0,114408.0,114536.0,114701.0,115257.0,115296.0,115182.0,119645.0,126046.0,113051.0,112951.0,112922.0,113209.0,113327.0,113609.0,113360.0,113248.0,113127.0,113263.0,113221.0,113437.0,113326.0,113468.0,113492.0,113233.0,113674.0,116518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23183,960,1,131,21,3,15.0,44,+27.634,6318692,40,1,1:51.583,225.969,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26590,12,1000478.0,24343.0,22432.0,9.0,21.0,32.0,128196.0,129953.0,124684.0,115388.0,115170.0,143312.0,146000.0,175453.0,182605.0,1156450.0,114217.0,113759.0,114607.0,115332.0,115144.0,114381.0,115030.0,114232.0,115029.0,114731.0,120001.0,128602.0,113804.0,113287.0,112973.0,112607.0,112361.0,112744.0,112687.0,113286.0,113394.0,120469.0,125323.0,111991.0,112794.0,111974.0,112745.0,112048.0,111692.0,111583.0,111778.0,113891.0,115098.0,117887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23184,960,807,10,7,4,12.0,44,+35.907,6326965,41,10,1:53.530,222.094,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26595,0,23564.0,998468.0,24015.0,6.0,9.0,23.0,120111.0,118104.0,128998.0,114360.0,115453.0,140286.0,160723.0,175897.0,182791.0,1159446.0,113876.0,114302.0,114573.0,114815.0,114927.0,115097.0,115361.0,116994.0,115621.0,115669.0,115606.0,116067.0,120297.0,128333.0,113615.0,114704.0,114254.0,114313.0,114466.0,114192.0,113769.0,113997.0,113811.0,114639.0,113671.0,113691.0,113551.0,113911.0,113760.0,113724.0,113530.0,113778.0,113887.0,113995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23185,960,815,10,6,5,10.0,44,+40.660,6331718,34,8,1:53.414,222.321,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26595,0,23783.0,1000284.0,22652.0,6.0,9.0,24.0,125346.0,124605.0,124301.0,115375.0,115546.0,143131.0,155958.0,175984.0,183030.0,1154576.0,115866.0,115048.0,115157.0,115064.0,115273.0,115484.0,115515.0,115539.0,115802.0,115795.0,116149.0,115960.0,115367.0,119600.0,126017.0,114456.0,114712.0,114699.0,114140.0,113839.0,113740.0,113882.0,113542.0,113414.0,113826.0,113853.0,113668.0,114010.0,113902.0,113880.0,113959.0,113811.0,113998.0,114899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23186,960,20,6,4,6,8.0,44,+45.394,6336452,35,5,1:52.728,223.674,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26591,0,22403.0,998511.0,22762.0,1.0,9.0,23.0,136688.0,140875.0,116879.0,114656.0,114537.0,145987.0,139847.0,176470.0,184611.0,1149160.0,116014.0,116179.0,115130.0,116007.0,116500.0,116112.0,114827.0,114978.0,115009.0,114902.0,115219.0,116059.0,120101.0,126865.0,115466.0,115418.0,113532.0,113827.0,114484.0,114508.0,114717.0,114949.0,116264.0,113718.0,112728.0,113880.0,113475.0,113575.0,113499.0,113488.0,113873.0,113533.0,113751.0,114155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23187,960,4,1,22,7,6.0,44,+59.445,6350503,43,15,1:54.484,220.243,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26598,0,998234.0,22451.0,,9.0,23.0,,127074.0,129105.0,122849.0,116707.0,116866.0,142289.0,146603.0,175560.0,181518.0,1157758.0,114768.0,115591.0,115315.0,115172.0,115369.0,115580.0,115485.0,115501.0,115432.0,115586.0,115516.0,115551.0,119771.0,128228.0,114574.0,114777.0,114758.0,114582.0,114919.0,116154.0,114996.0,115044.0,115255.0,115744.0,115549.0,115238.0,115378.0,114998.0,115273.0,114962.0,114952.0,114812.0,114484.0,114860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23188,960,822,3,8,8,4.0,44,+1:00.151,6351209,31,12,1:54.120,220.946,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26593,0,22190.0,998328.0,22318.0,7.0,9.0,23.0,124020.0,122893.0,126123.0,115864.0,115649.0,140256.0,155454.0,186343.0,185824.0,1147366.0,116419.0,116266.0,115975.0,115729.0,116103.0,116430.0,115945.0,116380.0,114987.0,115222.0,115270.0,115451.0,119816.0,126482.0,114218.0,114864.0,115779.0,114524.0,114141.0,114278.0,114120.0,114287.0,115462.0,114859.0,114663.0,114943.0,115473.0,115066.0,115126.0,114958.0,114352.0,114936.0,114304.0,114589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23189,960,8,6,3,9,2.0,44,+1:01.109,6352167,27,9,1:53.498,222.157,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26591,0,87084.0,23061.0,943158.0,1.0,5.0,9.0,165732.0,205616.0,113759.0,114332.0,140818.0,159653.0,175330.0,118085.0,144599.0,1083424.0,117316.0,118222.0,116086.0,116151.0,115579.0,115692.0,115663.0,115775.0,116577.0,115497.0,116450.0,114979.0,114910.0,119344.0,127217.0,113684.0,113498.0,113618.0,113996.0,114123.0,114004.0,113868.0,114853.0,114809.0,114930.0,114815.0,115372.0,115150.0,115184.0,114920.0,115737.0,113946.0,114336.0,114518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23190,960,13,3,10,10,1.0,44,+1:05.873,6356931,25,14,1:54.342,220.517,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26593,0,22484.0,1000664.0,22515.0,2.0,9.0,22.0,122312.0,125596.0,136556.0,115574.0,116135.0,142409.0,145392.0,175833.0,182101.0,1155860.0,114602.0,115357.0,115133.0,115260.0,115458.0,115475.0,115340.0,115711.0,115712.0,116014.0,115949.0,120387.0,127887.0,114517.0,114342.0,114499.0,114798.0,114629.0,116431.0,114927.0,114778.0,114963.0,116279.0,115679.0,114855.0,115071.0,115352.0,115067.0,115170.0,115061.0,116483.0,116482.0,115444.0,116051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23191,960,830,9,2,11,0.0,44,+1:11.138,6362196,32,7,1:53.281,222.582,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26592,1,31235.0,998546.0,23231.0,1.0,9.0,16.0,129574.0,150845.0,117129.0,114904.0,114972.0,147818.0,146733.0,166766.0,187129.0,1144667.0,117782.0,118331.0,115941.0,115679.0,115972.0,119999.0,126676.0,113564.0,114151.0,114490.0,114589.0,114630.0,115522.0,114727.0,116363.0,114988.0,121822.0,126368.0,114571.0,113855.0,114440.0,113281.0,113476.0,114119.0,114108.0,113588.0,114039.0,114441.0,114545.0,114424.0,114693.0,114983.0,115371.0,116131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23192,960,821,210,18,12,0.0,44,+1:13.877,6364935,26,13,1:54.335,220.530,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26594,0,23486.0,998622.0,23561.0,7.0,9.0,22.0,126661.0,128524.0,121655.0,116697.0,116658.0,142156.0,149951.0,184937.0,187339.0,1145519.0,116669.0,116248.0,116183.0,116653.0,115452.0,116118.0,116838.0,116219.0,116327.0,116368.0,116871.0,121851.0,128358.0,114721.0,115888.0,114335.0,114641.0,114815.0,114693.0,114744.0,115221.0,114583.0,114635.0,114915.0,115802.0,116178.0,114914.0,115288.0,115271.0,114712.0,114604.0,114687.0,114919.0,115117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23193,960,154,210,11,13,0.0,44,+1:16.474,6367532,25,11,1:53.803,221.561,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26594,0,23705.0,999366.0,23107.0,6.0,9.0,23.0,123445.0,125283.0,125044.0,117014.0,116413.0,144466.0,156458.0,175997.0,184657.0,1150508.0,115863.0,115322.0,115909.0,116112.0,116505.0,117265.0,117324.0,117597.0,116541.0,117179.0,116473.0,117864.0,125887.0,128461.0,113803.0,114543.0,114939.0,114818.0,115790.0,115909.0,114150.0,114612.0,114773.0,114854.0,115839.0,113803.0,114595.0,114264.0,114258.0,114251.0,114217.0,114636.0,114690.0,115201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23194,960,826,5,19,14,0.0,44,+1:27.097,6378155,37,3,1:52.081,224.965,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26596,0,1000466.0,23359.0,23363.0,9.0,21.0,35.0,127841.0,131872.0,125073.0,117012.0,116701.0,145126.0,142353.0,175383.0,183943.0,1153018.0,114949.0,116693.0,115949.0,116032.0,116516.0,116758.0,116875.0,116424.0,117593.0,116124.0,120285.0,129072.0,115734.0,117007.0,115951.0,116731.0,115765.0,115665.0,115403.0,115225.0,115272.0,116041.0,115343.0,115108.0,120371.0,128185.0,112081.0,112992.0,113675.0,113210.0,113292.0,114030.0,114461.0,115021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23195,960,835,4,13,15,0.0,44,+1:33.165,6384223,41,6,1:53.251,222.641,1,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Finished,26597,0,22698.0,1000234.0,23333.0,6.0,9.0,22.0,125776.0,125771.0,123789.0,116643.0,116542.0,143811.0,154718.0,175511.0,184370.0,1151853.0,115904.0,116645.0,116655.0,117356.0,117294.0,116456.0,116645.0,117543.0,116622.0,116475.0,116802.0,121126.0,128846.0,115548.0,115212.0,115219.0,115766.0,115685.0,115858.0,116451.0,116734.0,115797.0,116144.0,120375.0,127402.0,113722.0,114387.0,114355.0,114417.0,113758.0,113251.0,113451.0,114079.0,113459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23196,960,839,209,17,16,0.0,43,\N,\N,26,16,1:55.734,217.865,11,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,+1 Lap,26600,0,28718.0,1000980.0,24208.0,6.0,9.0,24.0,127380.0,130034.0,123251.0,117964.0,116946.0,146359.0,160966.0,167305.0,188401.0,1142210.0,119140.0,118089.0,117044.0,116448.0,116835.0,116687.0,116971.0,116577.0,116867.0,117248.0,117928.0,118045.0,117626.0,122185.0,130489.0,115734.0,116264.0,116247.0,116442.0,116162.0,116325.0,116413.0,116912.0,116831.0,116790.0,116815.0,116756.0,117075.0,117671.0,118750.0,117465.0,117384.0,117350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23197,960,831,15,16,17,0.0,43,\N,\N,31,17,1:56.152,217.081,11,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,+1 Lap,26599,0,26390.0,1001198.0,30238.0,1.0,9.0,23.0,135622.0,149286.0,120488.0,117415.0,117576.0,151768.0,131871.0,167509.0,189123.0,1140457.0,118125.0,118305.0,116780.0,116289.0,116719.0,116599.0,116638.0,116437.0,116735.0,116524.0,116876.0,117611.0,121852.0,137802.0,116259.0,116246.0,116455.0,116457.0,116221.0,116523.0,116152.0,116217.0,116509.0,116865.0,116942.0,116797.0,116935.0,116905.0,116939.0,118471.0,117555.0,117257.0,117425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23198,960,825,4,12,18,0.0,5,\N,\N,4,18,1:56.588,216.269,3,2016,13,13,Belgian Grand Prix,2016-08-28,12:00:00,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,Accident,26597,0,,,,,,,126104.0,126106.0,123835.0,116588.0,116807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
