resultId,raceId,driverId,constructorId,grid,positionOrder,points_x,laps,time_x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name_x,date,time_y,name_y,location,country,lat,lng,alt,status,constructorStandingsId,wins
23759,987,839,10,10,18,0.0,0,\N,\N,\N,0,\N,\N,3,2017,19,18,Brazilian Grand Prix,2017-11-12,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,Accident,26917,0
23760,987,838,1,12,19,0.0,0,\N,\N,\N,0,\N,\N,3,2017,19,18,Brazilian Grand Prix,2017-11-12,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,Accident,26921,0
23761,987,825,210,13,20,0.0,0,\N,\N,\N,0,\N,\N,3,2017,19,18,Brazilian Grand Prix,2017-11-12,16:00:00,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,Accident,26922,0
23762,988,822,131,1,1,25.0,55,1:34:14.062,5654062,52,1,1:40.650,198.652,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26924,12
23763,988,1,131,2,2,18.0,55,+3.899,5657961,51,3,1:41.473,197.041,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26924,12
23764,988,20,6,3,3,15.0,55,+19.330,5673392,5,2,1:40.770,198.416,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26923,5
23765,988,8,6,5,4,12.0,55,+45.386,5699448,53,7,1:42.338,195.376,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26923,5
23766,988,830,9,6,5,10.0,55,+46.269,5700331,43,5,1:42.028,195.969,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26925,3
23767,988,807,4,7,6,8.0,55,+1:25.713,5739775,53,8,1:42.376,195.303,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26929,0
23768,988,815,10,8,7,6.0,55,+1:32.062,5746124,52,11,1:42.689,194.708,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26927,0
23769,988,839,10,9,8,4.0,55,+1:38.911,5752973,47,10,1:42.609,194.860,1,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Finished,26927,0
23770,988,4,1,11,9,2.0,54,\N,\N,26,4,1:43.378,193.410,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26931,0
23771,988,13,3,10,10,1.0,54,\N,\N,45,13,1:43.026,194.071,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26926,0
23772,988,154,210,16,11,0.0,54,\N,\N,51,9,1:42.437,195.187,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26932,0
23773,988,838,1,13,12,0.0,54,\N,\N,50,20,1:43.986,192.279,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26931,0
23774,988,825,210,14,13,0.0,54,\N,\N,50,19,1:43.928,192.387,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26932,0
23775,988,836,15,18,14,0.0,54,\N,\N,50,17,1:43.867,192.500,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26930,0
23776,988,843,5,20,15,0.0,54,\N,\N,52,18,1:43.897,192.444,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26928,0
23777,988,842,5,17,16,0.0,54,\N,\N,33,16,1:43.844,192.542,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26928,0
23778,988,828,15,19,17,0.0,54,\N,\N,36,15,1:43.567,193.057,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26930,0
23779,988,840,3,15,18,0.0,54,\N,\N,52,6,1:42.324,195.402,11,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,+1 Lap,26926,0
23780,988,832,4,12,19,0.0,31,\N,\N,26,14,1:43.378,193.410,36,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Wheel,26929,0
23781,988,817,9,4,20,0.0,20,\N,\N,13,12,1:42.757,194.579,9,2017,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,Hydraulics,26925,3
23782,989,20,6,3,1,25.0,58,1:29:33.283,5373283,53,4,1:26.469,220.782,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26933,1
23783,989,1,131,1,2,18.0,58,+5.036,5378319,50,3,1:26.444,220.845,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26934,0
23784,989,8,6,2,3,15.0,58,+6.309,5379592,57,2,1:26.373,221.027,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26933,1
23785,989,817,9,8,4,12.0,58,+7.069,5380352,54,1,1:25.945,222.128,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26935,0
23786,989,4,1,10,5,10.0,58,+27.886,5401169,57,7,1:26.978,219.489,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26936,0
23787,989,830,9,4,6,8.0,58,+28.945,5402228,54,5,1:26.880,219.737,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26935,0
23788,989,807,4,7,7,6.0,58,+32.671,5405954,57,9,1:27.081,219.230,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26937,0
23789,989,822,131,15,8,4.0,58,+34.339,5407622,54,8,1:27.019,219.386,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26934,0
23790,989,838,1,11,9,2.0,58,+34.921,5408204,57,6,1:26.958,219.540,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26936,0
23791,989,832,4,9,10,1.0,58,+45.722,5419005,51,12,1:27.944,217.079,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26937,0
23792,989,815,10,12,11,0.0,58,+46.817,5420100,51,11,1:27.633,217.849,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26938,0
23793,989,839,10,14,12,0.0,58,+1:00.278,5433561,57,10,1:27.600,217.931,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26938,0
23794,989,844,15,18,13,0.0,58,+1:15.759,5449042,56,15,1:28.759,215.085,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26939,0
23795,989,840,3,13,14,0.0,58,+1:18.288,5451571,55,14,1:28.511,215.688,1,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26940,0
23796,989,843,5,16,15,0.0,57,\N,\N,57,13,1:28.176,216.507,11,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,+1 Lap,26941,0
23797,989,154,210,6,16,0.0,24,\N,\N,23,16,1:28.805,214.974,36,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Wheel,26942,0
23798,989,825,210,5,17,0.0,22,\N,\N,21,17,1:29.534,213.224,36,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Wheel,26942,0
23799,989,842,5,20,18,0.0,13,\N,\N,13,18,1:30.649,210.601,5,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Engine,26941,0
23800,989,828,15,17,19,0.0,5,\N,\N,4,19,1:32.210,207.036,38,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Steering,26939,0
23801,989,845,3,19,20,0.0,4,\N,\N,3,20,1:32.573,206.224,23,2018,1,1,Australian Grand Prix,2018-03-25,05:10:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Brakes,26940,0
23802,990,20,6,1,1,25.0,57,1:32:01.940,5521940,21,7,1:34.453,206.274,1,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Finished,26973,2
23803,990,822,131,3,2,18.0,57,+0.699,5522639,22,1,1:33.740,207.842,1,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Finished,26974,0
23804,990,1,131,9,3,15.0,57,+6.512,5528452,51,2,1:33.953,207.371,1,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Finished,26974,0
23805,990,842,5,5,4,12.0,57,+1:02.234,5584174,46,11,1:34.863,205.382,1,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Finished,26981,0
23806,990,825,210,6,5,10.0,57,+1:15.046,5596986,29,5,1:34.327,206.549,1,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Finished,26982,0
23807,990,807,4,7,6,8.0,57,+1:39.024,5620964,50,9,1:34.667,205.807,1,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Finished,26977,0
23808,990,4,1,13,7,6.0,56,\N,\N,47,4,1:34.168,206.898,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26976,0
23809,990,838,1,14,8,4.0,56,\N,\N,30,16,1:35.131,204.803,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26976,0
23810,990,828,15,17,9,2.0,56,\N,\N,26,15,1:35.093,204.885,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26979,0
23811,990,839,10,8,10,1.0,56,\N,\N,38,12,1:35.043,204.993,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26978,0
23812,990,832,4,10,11,0.0,56,\N,\N,35,18,1:35.535,203.937,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26977,0
23813,990,844,15,19,12,0.0,56,\N,\N,35,14,1:35.075,204.924,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26979,0
23814,990,154,210,16,13,0.0,56,\N,\N,44,10,1:34.689,205.759,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26982,0
23815,990,840,3,20,14,0.0,56,\N,\N,40,13,1:35.058,204.961,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26980,0
23816,990,845,3,18,15,0.0,56,\N,\N,47,3,1:34.053,207.151,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26980,0
23817,990,815,10,12,16,0.0,56,\N,\N,32,17,1:35.266,204.513,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26978,0
23818,990,843,5,11,17,0.0,56,\N,\N,42,8,1:34.563,206.034,11,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,+1 Lap,26981,0
23819,990,8,6,2,18,0.0,35,\N,\N,22,6,1:34.337,206.527,36,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Wheel,26973,2
23820,990,830,9,15,19,0.0,3,\N,\N,\N,0,\N,\N,29,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Puncture,26975,0
23821,990,817,9,4,20,0.0,1,\N,\N,\N,0,\N,\N,10,2018,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,Electrical,26975,0
23822,991,817,9,6,1,25.0,56,1:35:36.380,5736380,55,1,1:35.785,204.871,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26965,1
23823,991,822,131,3,2,18.0,56,+8.894,5745274,50,6,1:36.987,202.332,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26964,0
23824,991,8,6,2,3,15.0,56,+9.637,5746017,48,3,1:36.456,203.446,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26963,2
23825,991,1,131,4,4,12.0,56,+16.985,5753365,20,4,1:36.878,202.559,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26964,0
23826,991,830,9,5,5,10.0,56,+20.436,5756816,50,2,1:36.206,203.974,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26965,1
23827,991,807,4,7,6,8.0,56,+21.052,5757432,56,5,1:36.881,202.553,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26967,0
23828,991,4,1,13,7,6.0,56,+30.639,5767019,56,7,1:37.234,201.818,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26966,0
23829,991,20,6,1,8,4.0,56,+35.286,5771666,24,9,1:37.479,201.311,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26963,2
23830,991,832,4,9,9,2.0,56,+35.763,5772143,54,11,1:37.754,200.744,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26967,0
23831,991,825,210,11,10,1.0,56,+39.594,5775974,54,14,1:38.152,199.930,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26972,0
23832,991,839,10,12,11,0.0,56,+44.050,5780430,47,12,1:37.985,200.271,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26968,0
23833,991,815,10,8,12,0.0,56,+44.725,5781105,54,10,1:37.673,200.911,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26968,0
23834,991,838,1,14,13,0.0,56,+49.373,5785753,54,13,1:38.137,199.961,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26966,0
23835,991,840,3,18,14,0.0,56,+55.490,5791870,54,17,1:38.500,199.224,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26970,0
23836,991,845,3,16,15,0.0,56,+58.241,5794621,47,18,1:38.624,198.973,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26970,0
23837,991,828,15,20,16,0.0,56,+1:02.604,5798984,52,16,1:38.386,199.455,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26969,0
23838,991,154,210,10,17,0.0,56,+1:05.296,5801676,51,8,1:37.410,201.453,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26972,0
23839,991,842,5,17,18,0.0,56,+1:06.330,5802710,54,15,1:38.367,199.493,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26971,0
23840,991,844,15,19,19,0.0,56,+1:22.575,5818955,23,19,1:38.808,198.603,1,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Finished,26969,0
23841,991,843,5,15,20,0.0,51,\N,\N,50,20,1:39.376,197.468,130,2018,3,17,Chinese Grand Prix,2018-04-15,06:10:00,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,Collision damage,26971,0
23842,992,1,131,2,1,25.0,51,1:43:44.291,6224291,35,2,1:45.412,205.012,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26984,1
23843,992,8,6,6,2,18.0,51,+2.460,6226751,50,7,1:46.523,202.874,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26983,2
23844,992,815,10,8,3,15.0,51,+4.024,6228315,51,6,1:46.206,203.480,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26988,0
23845,992,20,6,1,4,12.0,51,+5.329,6229620,38,4,1:45.530,204.783,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26983,2
23846,992,832,4,9,5,10.0,51,+7.515,6231806,50,9,1:46.856,202.242,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26987,0
23847,992,844,15,13,6,8.0,51,+9.158,6233449,31,11,1:47.403,201.212,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26989,0
23848,992,4,1,12,7,6.0,51,+10.931,6235222,32,12,1:47.449,201.126,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26986,0
23849,992,840,3,10,8,4.0,51,+12.546,6236837,50,8,1:46.815,202.319,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26990,0
23850,992,838,1,16,9,2.0,51,+14.152,6238443,50,13,1:47.666,200.720,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26986,0
23851,992,843,5,19,10,1.0,51,+18.030,6242321,51,17,1:48.288,199.567,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26991,0
23852,992,828,15,18,11,0.0,51,+18.512,6242803,51,14,1:47.925,200.239,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26989,0
23853,992,842,5,17,12,0.0,51,+24.720,6249011,38,15,1:48.035,200.035,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26991,0
23854,992,825,210,15,13,0.0,51,+40.663,6264954,35,16,1:48.155,199.813,1,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Finished,26992,0
23855,992,822,131,3,14,0.0,48,\N,\N,37,1,1:45.149,205.525,29,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Puncture,26984,1
23856,992,154,210,20,15,0.0,42,\N,\N,34,10,1:46.880,202.196,3,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Accident,26992,0
23857,992,830,9,5,16,0.0,39,\N,\N,31,5,1:45.771,204.316,4,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Collision,26985,1
23858,992,817,9,4,17,0.0,39,\N,\N,34,3,1:45.419,204.999,4,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Collision,26985,1
23859,992,807,4,14,18,0.0,10,\N,\N,10,18,1:48.867,198.506,3,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Accident,26987,0
23860,992,839,10,7,19,0.0,0,\N,\N,\N,0,\N,\N,4,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Collision,26988,0
23861,992,845,3,11,20,0.0,0,\N,\N,\N,0,\N,\N,4,2018,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,Collision,26990,0
23862,993,1,131,1,1,25.0,66,1:35:29.972,5729972,64,3,1:19.133,211.770,1,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,Finished,26994,2
23863,993,822,131,2,2,18.0,66,+20.593,5750565,56,5,1:19.478,210.850,1,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,Finished,26994,2
23864,993,830,9,5,3,15.0,66,+26.873,5756845,62,4,1:19.422,210.999,1,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,Finished,26995,1
23865,993,20,6,3,4,12.0,66,+27.584,5757556,61,2,1:19.128,211.783,1,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,Finished,26993,2
23866,993,817,9,6,5,10.0,66,+50.058,5780030,61,1,1:18.441,213.638,1,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,Finished,26995,1
23867,993,825,210,7,6,8.0,65,\N,\N,64,6,1:20.246,208.832,11,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,+1 Lap,27002,0
23868,993,832,4,9,7,6.0,65,\N,\N,61,9,1:21.324,206.064,11,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,+1 Lap,26997,0
23869,993,4,1,8,8,4.0,65,\N,\N,64,7,1:20.727,207.588,11,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,+1 Lap,26996,0
23870,993,815,10,15,9,2.0,64,\N,\N,43,8,1:21.128,206.562,12,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,+2 Laps,26998,0
23871,993,844,15,14,10,1.0,64,\N,\N,51,14,1:22.122,204.062,12,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,+2 Laps,26999,0
23872,993,840,3,18,11,0.0,64,\N,\N,60,12,1:22.095,204.129,12,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,+2 Laps,27000,0
23873,993,843,5,20,12,0.0,64,\N,\N,63,10,1:21.439,205.773,12,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,+2 Laps,27001,0
